Code géographique de la commune,Libellé géographique de la commune,Code géographique de l'aire d'attraction des villes 2020,Libellé géographique de l'aire d'attraction des villes 2020,Catégorie de la commune dans le zonage en aires d'attraction des villes 2020,Code département,Code région
2097,Boncourt,0,Commune hors attraction des villes,30,2,32
2098,Bonneil,209,Château-Thierry,20,2,32
2099,Bonnesvalyn,209,Château-Thierry,20,2,32
2100,Bony,94,Saint-Quentin,20,2,32
2101,Bosmont-sur-Serre,0,Commune hors attraction des villes,30,2,32
2102,Bouconville-Vauclair,36,Reims,20,2,32
2103,Boué,494,Le Nouvion-en-Thiérache,12,2,32
2104,Bouffignereux,36,Reims,20,2,32
2105,Bouresches,1,Paris,20,2,32
2106,Bourg-et-Comin,36,Reims,20,2,32
2107,Bourguignon-sous-Coucy,0,Commune hors attraction des villes,30,2,32
2108,Bourguignon-sous-Montbavin,136,Laon,20,2,32
2109,La Bouteille,308,Hirson,20,2,32
2110,Braine,0,Commune hors attraction des villes,30,2,32
2111,Brancourt-en-Laonnois,0,Commune hors attraction des villes,30,2,32
2112,Brancourt-le-Grand,94,Saint-Quentin,20,2,32
2114,Brasles,209,Château-Thierry,20,2,32
2115,Braye-en-Laonnois,0,Commune hors attraction des villes,30,2,32
2116,Braye-en-Thiérache,562,Vervins,20,2,32
2117,Bray-Saint-Christophe,94,Saint-Quentin,20,2,32
2118,Braye,128,Soissons,20,2,32
2119,Brécy,209,Château-Thierry,20,2,32
2120,Brenelle,128,Soissons,20,2,32
2121,Breny,209,Château-Thierry,20,2,32
2122,Brie,136,Laon,20,2,32
2123,Brissay-Choigny,94,Saint-Quentin,20,2,32
2124,Brissy-Hamégicourt,94,Saint-Quentin,20,2,32
2125,Brumetz,1,Paris,20,2,32
2126,Brunehamel,0,Commune hors attraction des villes,30,2,32
2127,Bruyères-sur-Fère,209,Château-Thierry,20,2,32
2128,Bruyères-et-Montbérault,136,Laon,20,2,32
2129,Bruys,36,Reims,20,2,32
2130,Bucilly,308,Hirson,20,2,32
2131,Bucy-le-Long,128,Soissons,20,2,32
2132,Bucy-lès-Cerny,136,Laon,20,2,32
2133,Bucy-lès-Pierrepont,136,Laon,20,2,32
2134,Buire,308,Hirson,12,2,32
2135,Buironfosse,0,Commune hors attraction des villes,30,2,32
2136,Burelles,0,Commune hors attraction des villes,30,2,32
2137,Bussiares,1,Paris,20,2,32
2138,Buzancy,128,Soissons,20,2,32
2139,Caillouël-Crépigny,273,Chauny,20,2,32
2140,Camelin,0,Commune hors attraction des villes,30,2,32
2141,La Capelle,0,Commune hors attraction des villes,30,2,32
2142,Castres,94,Saint-Quentin,20,2,32
2143,Le Catelet,94,Saint-Quentin,20,2,32
2144,Caulaincourt,94,Saint-Quentin,20,2,32
2145,Caumont,273,Chauny,20,2,32
2146,Celles-lès-Condé,0,Commune hors attraction des villes,30,2,32
2148,Celles-sur-Aisne,128,Soissons,20,2,32
2149,Cerizy,94,Saint-Quentin,20,2,32
2150,Cerny-en-Laonnois,0,Commune hors attraction des villes,30,2,32
2151,Cerny-lès-Bucy,136,Laon,20,2,32
2152,Cerseuil,0,Commune hors attraction des villes,30,2,32
2153,Cessières-Suzy,136,Laon,20,2,32
2154,Chacrise,128,Soissons,20,2,32
2155,Chaillevois,136,Laon,20,2,32
2156,Chalandry,136,Laon,20,2,32
2157,Chambry,136,Laon,20,2,32
2158,Chamouille,136,Laon,20,2,32
2159,Champs,0,Commune hors attraction des villes,30,2,32
2160,Chaourse,0,Commune hors attraction des villes,30,2,32
2162,La Chapelle-sur-Chézy,1,Paris,20,2,32
2163,Charly-sur-Marne,1,Paris,20,2,32
2164,Le Charmel,209,Château-Thierry,20,2,32
2165,Charmes,283,Tergnier,12,2,32
2166,Chartèves,209,Château-Thierry,20,2,32
2167,Chassemy,128,Soissons,20,2,32
2168,Château-Thierry,209,Château-Thierry,11,2,32
2169,Châtillon-lès-Sons,0,Commune hors attraction des villes,30,2,32
2170,Châtillon-sur-Oise,94,Saint-Quentin,20,2,32
2171,Chaudardes,36,Reims,20,2,32
2172,Chaudun,128,Soissons,20,2,32
2173,Chauny,273,Chauny,11,2,32
2174,Chavignon,136,Laon,20,2,32
2175,Chavigny,128,Soissons,20,2,32
2176,Chavonne,128,Soissons,20,2,32
2177,Chérêt,136,Laon,20,2,32
2178,Chermizy-Ailles,136,Laon,20,2,32
2179,Chéry-Chartreuve,36,Reims,20,2,32
2180,Chéry-lès-Pouilly,136,Laon,20,2,32
2181,Chéry-lès-Rozoy,0,Commune hors attraction des villes,30,2,32
2182,Chevennes,0,Commune hors attraction des villes,30,2,32
2183,Chevregny,136,Laon,20,2,32
2184,Chevresis-Monceau,0,Commune hors attraction des villes,30,2,32
2185,Chézy-en-Orxois,1,Paris,20,2,32
2186,Chézy-sur-Marne,1,Paris,20,2,32
2187,Chierry,209,Château-Thierry,20,2,32
2188,Chigny,0,Commune hors attraction des villes,30,2,32
2189,Chivres-en-Laonnois,136,Laon,20,2,32
2190,Chivres-Val,128,Soissons,20,2,32
2191,Chivy-lès-Étouvelles,136,Laon,20,2,32
2192,Chouy,1,Paris,20,2,32
2193,Cierges,0,Commune hors attraction des villes,30,2,32
2194,Cilly,0,Commune hors attraction des villes,30,2,32
2195,Ciry-Salsogne,128,Soissons,20,2,32
2196,Clacy-et-Thierret,136,Laon,20,2,32
2197,Clairfontaine,0,Commune hors attraction des villes,30,2,32
2198,Clamecy,128,Soissons,20,2,32
2199,Clastres,94,Saint-Quentin,20,2,32
2200,Clermont-les-Fermes,0,Commune hors attraction des villes,30,2,32
2201,Cœuvres-et-Valsery,0,Commune hors attraction des villes,30,2,32
2203,Coincy,209,Château-Thierry,20,2,32
2204,Coingt,308,Hirson,20,2,32
2205,Colligis-Crandelain,136,Laon,20,2,32
2206,Colonfay,466,Guise,20,2,32
2207,Commenchon,273,Chauny,20,2,32
2208,Concevreux,36,Reims,20,2,32
2209,Condé-en-Brie,209,Château-Thierry,20,2,32
2210,Condé-sur-Aisne,128,Soissons,20,2,32
2211,Condé-sur-Suippe,36,Reims,20,2,32
2212,Condren,273,Chauny,20,2,32
2213,Connigis,209,Château-Thierry,20,2,32
2214,Contescourt,94,Saint-Quentin,20,2,32
2215,Corbeny,36,Reims,20,2,32
2216,Corcy,1,Paris,20,2,32
2217,Coucy-le-Château-Auffrique,0,Commune hors attraction des villes,30,2,32
2218,Coucy-lès-Eppes,136,Laon,20,2,32
2219,Coucy-la-Ville,0,Commune hors attraction des villes,30,2,32
2220,Coulonges-Cohan,36,Reims,20,2,32
2221,Coupru,1,Paris,20,2,32
2222,Courbes,0,Commune hors attraction des villes,30,2,32
2223,Courboin,209,Château-Thierry,20,2,32
2224,Courcelles-sur-Vesle,0,Commune hors attraction des villes,30,2,32
2225,Courchamps,1,Paris,20,2,32
2226,Courmelles,128,Soissons,20,2,32
2227,Courmont,209,Château-Thierry,20,2,32
2228,Courtemont-Varennes,209,Château-Thierry,20,2,32
2229,Courtrizy-et-Fussigny,0,Commune hors attraction des villes,30,2,32
2230,Couvrelles,128,Soissons,20,2,32
2231,Couvron-et-Aumencourt,136,Laon,20,2,32
2232,Coyolles,1,Paris,20,2,32
2233,Cramaille,209,Château-Thierry,20,2,32
2234,Craonne,36,Reims,20,2,32
2235,Craonnelle,36,Reims,20,2,32
2236,Crécy-au-Mont,128,Soissons,20,2,32
2237,Crécy-sur-Serre,136,Laon,20,2,32
2238,Crépy,136,Laon,20,2,32
2239,Crézancy,209,Château-Thierry,20,2,32
2240,Croix-Fonsomme,94,Saint-Quentin,20,2,32
2241,La Croix-sur-Ourcq,209,Château-Thierry,20,2,32
2242,Crouttes-sur-Marne,1,Paris,20,2,32
2243,Crouy,128,Soissons,20,2,32
2244,Crupilly,0,Commune hors attraction des villes,30,2,32
2245,Cuffies,128,Soissons,20,2,32
2246,Cugny,450,Ham,20,2,32
2248,Cuirieux,136,Laon,20,2,32
2249,Cuiry-Housse,0,Commune hors attraction des villes,30,2,32
2250,Cuiry-lès-Chaudardes,36,Reims,20,2,32
2251,Cuiry-lès-Iviers,0,Commune hors attraction des villes,30,2,32
2252,Cuissy-et-Geny,36,Reims,20,2,32
2253,Cuisy-en-Almont,128,Soissons,20,2,32
2254,Cutry,128,Soissons,20,2,32
2255,Cys-la-Commune,0,Commune hors attraction des villes,30,2,32
2256,Dagny-Lambercy,0,Commune hors attraction des villes,30,2,32
2257,Dallon,94,Saint-Quentin,20,2,32
2258,Dammard,1,Paris,20,2,32
2259,Dampleux,1,Paris,20,2,32
2260,Danizy,283,Tergnier,12,2,32
2261,Dercy,136,Laon,20,2,32
2262,Deuillet,283,Tergnier,20,2,32
2263,Dhuizel,36,Reims,20,2,32
2264,Dizy-le-Gros,36,Reims,20,2,32
2265,Dohis,0,Commune hors attraction des villes,30,2,32
2266,Dolignon,0,Commune hors attraction des villes,30,2,32
2267,Dommiers,128,Soissons,20,2,32
2268,Domptin,1,Paris,20,2,32
2269,Dorengt,494,Le Nouvion-en-Thiérache,20,2,32
2270,Douchy,94,Saint-Quentin,20,2,32
2271,Dravegny,36,Reims,20,2,32
2272,Droizy,128,Soissons,20,2,32
2273,Dury,94,Saint-Quentin,20,2,32
2274,Ébouleau,136,Laon,20,2,32
2275,Effry,308,Hirson,20,2,32
2276,Englancourt,0,Commune hors attraction des villes,30,2,32
2277,Épagny,128,Soissons,20,2,32
2278,Éparcy,308,Hirson,20,2,32
2279,Épaux-Bézu,209,Château-Thierry,20,2,32
2280,Épieds,209,Château-Thierry,20,2,32
2281,L'Épine-aux-Bois,1,Paris,20,2,32
2282,Eppes,136,Laon,20,2,32
2283,Erlon,136,Laon,20,2,32
2284,Erloy,0,Commune hors attraction des villes,30,2,32
2286,Esquéhéries,494,Le Nouvion-en-Thiérache,20,2,32
2287,Essigny-le-Grand,94,Saint-Quentin,20,2,32
2288,Essigny-le-Petit,94,Saint-Quentin,20,2,32
2289,Essises,1,Paris,20,2,32
2290,Essômes-sur-Marne,209,Château-Thierry,20,2,32
2291,Estrées,94,Saint-Quentin,20,2,32
2292,Étampes-sur-Marne,1,Paris,20,2,32
2293,Étaves-et-Bocquiaux,94,Saint-Quentin,20,2,32
2294,Étouvelles,136,Laon,20,2,32
2295,Étréaupont,0,Commune hors attraction des villes,30,2,32
2296,Étreillers,94,Saint-Quentin,20,2,32
2297,Étrépilly,209,Château-Thierry,20,2,32
2298,Étreux,494,Le Nouvion-en-Thiérache,20,2,32
2299,Évergnicourt,36,Reims,20,2,32
2302,Faverolles,1,Paris,20,2,32
2303,Fayet,94,Saint-Quentin,20,2,32
2304,La Fère,283,Tergnier,12,2,32
2305,Fère-en-Tardenois,0,Commune hors attraction des villes,30,2,32
2306,La Ferté-Chevresis,0,Commune hors attraction des villes,30,2,32
2307,La Ferté-Milon,1,Paris,20,2,32
2308,Fesmy-le-Sart,494,Le Nouvion-en-Thiérache,20,2,32
2309,Festieux,136,Laon,20,2,32
2310,Fieulaine,94,Saint-Quentin,20,2,32
2311,Filain,136,Laon,20,2,32
2312,La Flamengrie,0,Commune hors attraction des villes,30,2,32
2313,Flavigny-le-Grand-et-Beaurain,466,Guise,20,2,32
2315,Flavy-le-Martel,94,Saint-Quentin,20,2,32
2316,Fleury,1,Paris,20,2,32
2317,Fluquières,94,Saint-Quentin,20,2,32
2318,Folembray,0,Commune hors attraction des villes,30,2,32
2319,Fonsomme,94,Saint-Quentin,20,2,32
2320,Fontaine-lès-Clercs,94,Saint-Quentin,20,2,32
2321,Fontaine-lès-Vervins,562,Vervins,20,2,32
2322,Fontaine-Notre-Dame,94,Saint-Quentin,20,2,32
2323,Fontaine-Uterte,94,Saint-Quentin,20,2,32
2324,Fontenelle,494,Le Nouvion-en-Thiérache,20,2,32
2326,Fontenoy,128,Soissons,20,2,32
2327,Foreste,94,Saint-Quentin,20,2,32
2328,Fossoy,209,Château-Thierry,20,2,32
2329,Fourdrain,136,Laon,20,2,32
2330,Francilly-Selency,94,Saint-Quentin,20,2,32
2331,Franqueville,562,Vervins,20,2,32
2332,Fresnes-en-Tardenois,209,Château-Thierry,20,2,32
2333,Fresnes-sous-Coucy,0,Commune hors attraction des villes,30,2,32
2334,Fresnoy-le-Grand,94,Saint-Quentin,20,2,32
2335,Fressancourt,136,Laon,20,2,32
2336,Frières-Faillouël,273,Chauny,20,2,32
2337,Froidestrées,308,Hirson,20,2,32
2338,Froidmont-Cohartille,136,Laon,20,2,32
2339,Gandelu,1,Paris,20,2,32
2340,Gauchy,94,Saint-Quentin,20,2,32
2341,Gercy,562,Vervins,20,2,32
2342,Gergny,308,Hirson,20,2,32
2343,Germaine,94,Saint-Quentin,20,2,32
2345,Gibercourt,94,Saint-Quentin,20,2,32
2346,Gizy,136,Laon,20,2,32
2347,Gland,209,Château-Thierry,20,2,32
2349,Goudelancourt-lès-Berrieux,36,Reims,20,2,32
2350,Goudelancourt-lès-Pierrepont,136,Laon,20,2,32
2351,Goussancourt,36,Reims,20,2,32
2352,Gouy,94,Saint-Quentin,20,2,32
2353,Grandlup-et-Fay,136,Laon,20,2,32
2354,Grandrieux,0,Commune hors attraction des villes,30,2,32
2355,Gricourt,94,Saint-Quentin,20,2,32
2356,Grisolles,209,Château-Thierry,20,2,32
2357,Gronard,562,Vervins,20,2,32
2358,Grougis,0,Commune hors attraction des villes,30,2,32
2359,Grugies,94,Saint-Quentin,20,2,32
2360,Villeneuve-sur-Aisne,36,Reims,20,2,32
2361,Guise,466,Guise,11,2,32
2362,Guivry,273,Chauny,20,2,32
2363,Guny,0,Commune hors attraction des villes,30,2,32
2364,Guyencourt,36,Reims,20,2,32
2366,Hannapes,466,Guise,20,2,32
2367,Happencourt,94,Saint-Quentin,20,2,32
2368,Haramont,1,Paris,20,2,32
2369,Harcigny,562,Vervins,20,2,32
2370,Hargicourt,94,Saint-Quentin,20,2,32
2371,Harly,94,Saint-Quentin,20,2,32
2372,Hartennes-et-Taux,128,Soissons,20,2,32
2373,Hary,562,Vervins,20,2,32
2374,Lehaucourt,94,Saint-Quentin,20,2,32
2375,Hautevesnes,1,Paris,20,2,32
2376,Hauteville,94,Saint-Quentin,20,2,32
2377,Haution,0,Commune hors attraction des villes,30,2,32
2378,La Hérie,308,Hirson,20,2,32
2379,Le Hérie-la-Viéville,0,Commune hors attraction des villes,30,2,32
2380,Hinacourt,94,Saint-Quentin,20,2,32
2381,Hirson,308,Hirson,11,2,32
2382,Holnon,94,Saint-Quentin,20,2,32
2383,Homblières,94,Saint-Quentin,20,2,32
2384,Houry,562,Vervins,20,2,32
2385,Housset,0,Commune hors attraction des villes,30,2,32
2386,Iron,466,Guise,20,2,32
2387,Itancourt,94,Saint-Quentin,20,2,32
2388,Iviers,0,Commune hors attraction des villes,30,2,32
2389,Jaulgonne,209,Château-Thierry,20,2,32
2390,Jeancourt,94,Saint-Quentin,20,2,32
2391,Jeantes,0,Commune hors attraction des villes,30,2,32
2392,Joncourt,94,Saint-Quentin,20,2,32
2393,Jouaignes,0,Commune hors attraction des villes,30,2,32
2395,Jumencourt,128,Soissons,20,2,32
2396,Jumigny,36,Reims,20,2,32
2397,Jussy,94,Saint-Quentin,20,2,32
2398,Juvigny,128,Soissons,20,2,32
2399,Juvincourt-et-Damary,36,Reims,20,2,32
2400,Laffaux,128,Soissons,20,2,32
2401,Laigny,562,Vervins,20,2,32
2402,Lanchy,94,Saint-Quentin,20,2,32
2403,Landifay-et-Bertaignemont,466,Guise,20,2,32
2404,Landouzy-la-Cour,562,Vervins,20,2,32
2405,Landouzy-la-Ville,308,Hirson,20,2,32
2406,Landricourt,128,Soissons,20,2,32
2407,Laniscourt,136,Laon,20,2,32
2408,Laon,136,Laon,11,2,32
2409,Lappion,0,Commune hors attraction des villes,30,2,32
2410,Largny-sur-Automne,1,Paris,20,2,32
2411,Latilly,209,Château-Thierry,20,2,32
2412,Launoy,128,Soissons,20,2,32
2413,Laval-en-Laonnois,136,Laon,20,2,32
2414,Lavaqueresse,466,Guise,20,2,32
2415,Laversine,1,Paris,20,2,32
2416,Lemé,0,Commune hors attraction des villes,30,2,32
2417,Lempire,94,Saint-Quentin,20,2,32
2418,Lerzy,0,Commune hors attraction des villes,30,2,32
2419,Leschelle,494,Le Nouvion-en-Thiérache,20,2,32
2420,Lesdins,94,Saint-Quentin,20,2,32
2421,Lesges,128,Soissons,20,2,32
2422,Lesquielles-Saint-Germain,466,Guise,20,2,32
2423,Leuilly-sous-Coucy,128,Soissons,20,2,32
2424,Leury,128,Soissons,20,2,32
2425,Leuze,308,Hirson,20,2,32
2426,Levergies,94,Saint-Quentin,20,2,32
2427,Lhuys,36,Reims,20,2,32
2428,Licy-Clignon,1,Paris,20,2,32
2429,Lierval,136,Laon,20,2,32
2430,Liesse-Notre-Dame,136,Laon,20,2,32
2431,Liez,283,Tergnier,20,2,32
2432,Limé,0,Commune hors attraction des villes,30,2,32
2433,Lislet,0,Commune hors attraction des villes,30,2,32
2435,Logny-lès-Aubenton,308,Hirson,20,2,32
2438,Longpont,0,Commune hors attraction des villes,30,2,32
2439,Les Septvallons,36,Reims,20,2,32
2440,Lor,36,Reims,20,2,32
2441,Louâtre,1,Paris,20,2,32
2442,Loupeigne,0,Commune hors attraction des villes,30,2,32
2443,Lucy-le-Bocage,1,Paris,20,2,32
2444,Lugny,562,Vervins,20,2,32
2445,Luzoir,308,Hirson,20,2,32
2446,Ly-Fontaine,94,Saint-Quentin,20,2,32
2447,Maast-et-Violaine,128,Soissons,20,2,32
2448,Mâchecourt,136,Laon,20,2,32
2449,Macogny,1,Paris,20,2,32
2450,Macquigny,466,Guise,20,2,32
2451,Magny-la-Fosse,94,Saint-Quentin,20,2,32
2452,Maissemy,94,Saint-Quentin,20,2,32
2453,Maizy,36,Reims,20,2,32
2454,La Malmaison,36,Reims,20,2,32
2455,Malzy,466,Guise,20,2,32
2456,Manicamp,273,Chauny,20,2,32
2457,Marchais,136,Laon,20,2,32
2458,Dhuys et Morin-en-Brie,1,Paris,20,2,32
2459,Marcy,94,Saint-Quentin,20,2,32
2460,Marcy-sous-Marle,0,Commune hors attraction des villes,30,2,32
2461,Marest-Dampcourt,273,Chauny,20,2,32
2462,Mareuil-en-Dôle,0,Commune hors attraction des villes,30,2,32
2463,Marfontaine,0,Commune hors attraction des villes,30,2,32
2464,Margival,128,Soissons,20,2,32
2465,Marigny-en-Orxois,1,Paris,20,2,32
2466,Marizy-Sainte-Geneviève,1,Paris,20,2,32
2467,Marizy-Saint-Mard,0,Commune hors attraction des villes,30,2,32
2468,Marle,0,Commune hors attraction des villes,30,2,32
2469,Marly-Gomont,0,Commune hors attraction des villes,30,2,32
2470,Martigny,308,Hirson,20,2,32
2471,Martigny-Courpierre,136,Laon,20,2,32
2472,Mauregny-en-Haye,136,Laon,20,2,32
2473,Mayot,94,Saint-Quentin,20,2,32
2474,Mennessis,283,Tergnier,20,2,32
2476,Mennevret,0,Commune hors attraction des villes,30,2,32
2477,Mercin-et-Vaux,128,Soissons,20,2,32
2478,Merlieux-et-Fouquerolles,136,Laon,20,2,32
2480,Mesbrecourt-Richecourt,136,Laon,20,2,32
2481,Mesnil-Saint-Laurent,94,Saint-Quentin,20,2,32
2482,Meurival,36,Reims,20,2,32
2483,Mézières-sur-Oise,94,Saint-Quentin,20,2,32
2484,Mézy-Moulins,209,Château-Thierry,20,2,32
2485,Missy-aux-Bois,128,Soissons,20,2,32
2486,Missy-lès-Pierrepont,136,Laon,20,2,32
2487,Missy-sur-Aisne,128,Soissons,20,2,32
2488,Molain,0,Commune hors attraction des villes,30,2,32
2489,Molinchart,136,Laon,20,2,32
2490,Monampteuil,136,Laon,20,2,32
2491,Monceau-le-Neuf-et-Faucouzy,0,Commune hors attraction des villes,30,2,32
2492,Monceau-lès-Leups,136,Laon,20,2,32
2493,Monceau-le-Waast,136,Laon,20,2,32
2494,Monceau-sur-Oise,466,Guise,20,2,32
2495,Mondrepuis,308,Hirson,20,2,32
2496,Monnes,1,Paris,20,2,32
2497,Mons-en-Laonnois,136,Laon,20,2,32
2498,Montaigu,136,Laon,20,2,32
2499,Montbavin,136,Laon,20,2,32
2500,Montbrehain,94,Saint-Quentin,20,2,32
2501,Montchâlons,136,Laon,20,2,32
2502,Montcornet,0,Commune hors attraction des villes,30,2,32
2503,Mont-d'Origny,94,Saint-Quentin,20,2,32
2504,Montescourt-Lizerolles,94,Saint-Quentin,20,2,32
2505,Montfaucon,1,Paris,20,2,32
2506,Montgobert,1,Paris,20,2,32
2507,Montgru-Saint-Hilaire,209,Château-Thierry,20,2,32
2508,Monthenault,136,Laon,20,2,32
2509,Monthiers,209,Château-Thierry,20,2,32
2510,Monthurel,209,Château-Thierry,20,2,32
2511,Montigny-en-Arrouaise,94,Saint-Quentin,20,2,32
2512,Montigny-l'Allier,1,Paris,20,2,32
2513,Montigny-le-Franc,0,Commune hors attraction des villes,30,2,32
2514,Montigny-Lengrain,0,Commune hors attraction des villes,30,2,32
2515,Montigny-lès-Condé,1,Paris,20,2,32
2516,Montigny-sous-Marle,136,Laon,20,2,32
2517,Montigny-sur-Crécy,136,Laon,20,2,32
2518,Montlevon,1,Paris,20,2,32
2519,Montloué,0,Commune hors attraction des villes,30,2,32
2520,Mont-Notre-Dame,36,Reims,20,2,32
2521,Montreuil-aux-Lions,1,Paris,20,2,32
2522,Mont-Saint-Jean,0,Commune hors attraction des villes,30,2,32
2523,Mont-Saint-Martin,36,Reims,20,2,32
2524,Mont-Saint-Père,209,Château-Thierry,20,2,32
2525,Morcourt,94,Saint-Quentin,20,2,32
2526,Morgny-en-Thiérache,0,Commune hors attraction des villes,30,2,32
2527,Morsain,128,Soissons,20,2,32
2528,Mortefontaine,1,Paris,20,2,32
2529,Mortiers,136,Laon,20,2,32
2530,Moulins,0,Commune hors attraction des villes,30,2,32
2531,Moussy-Verneuil,36,Reims,20,2,32
2532,Moÿ-de-l'Aisne,94,Saint-Quentin,20,2,32
2533,Muret-et-Crouttes,128,Soissons,20,2,32
2534,Muscourt,36,Reims,20,2,32
2535,Nampcelles-la-Cour,562,Vervins,20,2,32
2536,Nampteuil-sous-Muret,128,Soissons,20,2,32
2537,Nanteuil-la-Fosse,128,Soissons,20,2,32
2538,Nanteuil-Notre-Dame,209,Château-Thierry,20,2,32
2539,Nauroy,94,Saint-Quentin,20,2,32
2540,Nesles-la-Montagne,1,Paris,20,2,32
2541,Neufchâtel-sur-Aisne,36,Reims,20,2,32
2542,Neuflieux,273,Chauny,20,2,32
2543,Neuilly-Saint-Front,0,Commune hors attraction des villes,30,2,32
2544,Neuve-Maison,308,Hirson,20,2,32
2545,La Neuville-Bosmont,136,Laon,20,2,32
2546,La Neuville-en-Beine,273,Chauny,20,2,32
2547,La Neuville-Housset,0,Commune hors attraction des villes,30,2,32
2548,La Neuville-lès-Dorengt,494,Le Nouvion-en-Thiérache,20,2,32
2549,Neuville-Saint-Amand,94,Saint-Quentin,20,2,32
2550,Neuville-sur-Ailette,136,Laon,20,2,32
2551,Neuville-sur-Margival,128,Soissons,20,2,32
2552,Neuvillette,94,Saint-Quentin,20,2,32
2553,Nizy-le-Comte,36,Reims,20,2,32
2554,Nogentel,209,Château-Thierry,20,2,32
2555,Nogent-l'Artaud,1,Paris,20,2,32
2556,Noircourt,0,Commune hors attraction des villes,30,2,32
2557,Noroy-sur-Ourcq,1,Paris,20,2,32
2558,Le Nouvion-en-Thiérache,494,Le Nouvion-en-Thiérache,11,2,32
2559,Nouvion-et-Catillon,0,Commune hors attraction des villes,30,2,32
2560,Nouvion-le-Comte,283,Tergnier,20,2,32
2561,Nouvion-le-Vineux,136,Laon,20,2,32
2562,Nouvron-Vingré,128,Soissons,20,2,32
2563,Noyales,466,Guise,20,2,32
2564,Noyant-et-Aconin,128,Soissons,20,2,32
2565,Œuilly,36,Reims,20,2,32
2566,Ognes,273,Chauny,20,2,32
2567,Ohis,308,Hirson,20,2,32
2568,Oigny-en-Valois,1,Paris,20,2,32
2569,Oisy,494,Le Nouvion-en-Thiérache,20,2,32
2570,Ollezy,450,Ham,20,2,32
2571,Omissy,94,Saint-Quentin,20,2,32
2572,Orainville,36,Reims,20,2,32
2573,Orgeval,136,Laon,20,2,32
2574,Origny-en-Thiérache,308,Hirson,20,2,32
2575,Origny-Sainte-Benoite,94,Saint-Quentin,20,2,32
2576,Osly-Courtil,128,Soissons,20,2,32
2577,Ostel,128,Soissons,20,2,32
2578,Oulches-la-Vallée-Foulon,36,Reims,20,2,32
2579,Oulchy-la-Ville,0,Commune hors attraction des villes,30,2,32
2580,Oulchy-le-Château,209,Château-Thierry,20,2,32
2581,Paars,36,Reims,20,2,32
2582,Paissy,0,Commune hors attraction des villes,30,2,32
2583,Pancy-Courtecon,136,Laon,20,2,32
2584,Papleux,0,Commune hors attraction des villes,30,2,32
2585,Parcy-et-Tigny,128,Soissons,20,2,32
2586,Parfondeval,0,Commune hors attraction des villes,30,2,32
2587,Parfondru,136,Laon,20,2,32
2588,Pargnan,36,Reims,20,2,32
2589,Pargny-Filain,136,Laon,20,2,32
2590,Pargny-la-Dhuys,545,Montmirail,20,2,32
2591,Pargny-les-Bois,136,Laon,20,2,32
2592,Parpeville,94,Saint-Quentin,20,2,32
2593,Pasly,128,Soissons,20,2,32
2594,Passy-en-Valois,1,Paris,20,2,32
2595,Passy-sur-Marne,0,Commune hors attraction des villes,30,2,32
2596,Pavant,1,Paris,20,2,32
2598,Pernant,128,Soissons,20,2,32
2599,Pierremande,273,Chauny,20,2,32
2600,Pierrepont,136,Laon,20,2,32
2601,Pignicourt,36,Reims,20,2,32
2602,Pinon,0,Commune hors attraction des villes,30,2,32
2604,Pithon,450,Ham,20,2,32
2605,Pleine-Selve,94,Saint-Quentin,20,2,32
2606,Le Plessier-Huleu,0,Commune hors attraction des villes,30,2,32
2607,Ploisy,128,Soissons,20,2,32
2608,Plomion,0,Commune hors attraction des villes,30,2,32
2609,Ployart-et-Vaurseine,136,Laon,20,2,32
2610,Pommiers,128,Soissons,20,2,32
2612,Pont-Arcy,0,Commune hors attraction des villes,30,2,32
2613,Pontavert,36,Reims,20,2,32
2614,Pontru,94,Saint-Quentin,20,2,32
2615,Pontruet,94,Saint-Quentin,20,2,32
2616,Pont-Saint-Mard,128,Soissons,20,2,32
2617,Pouilly-sur-Serre,136,Laon,20,2,32
